abv_max,abv_min,abw_max,abw_min,category,description,ebc_max,ebc_min,fg_max,fg_min,fg_plato_max,fg_plato_min,ibu_max,ibu_min,id,name,og_max,og_min,og_plato_max,og_plato_min,origin,srm_max,srm_min,year
5.5,4.5,4.3,3.5,Ale,"International-style pale ales range from gold to light brown in color. Chill haze is allowable at cold temperatures. They have low to medium maltiness. Low caramel character is allowable. Medium to high hop bitterness, flavor, and aroma is evident. The style is characterized by wide range of hop characters unlike fruity, floral and citrus-like American-variety hop character and unlike earthy, herbal English-variety hop character. International pale ales have medium body and Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels.",28,12,1.014,1.008,3.5,2,42,30,75,"International-Style Pale Ale",1.05,1.044,12.5,11,International,14,6,2013
6.2,4.2,5.2,3.5,Ale,"Australasian-style pale ale ranges from gold to light brown in color. Chill haze should not present. Malt sweetness and other malt character is very low to low. Hop bitterness and flavor range from very low to low. Hop aroma is often absent. This style is a mild, pale, light-bodied ale. A fruity or estery aroma should be perceived. Diacetyl should be very low. DMS should not present",28,10,1.012,1.006,3,1.5,40,20,76,"Australasian-Style Pale Ale",1.06,1.04,15,10,International,14,5,2013
5,4,4.2,3.6,Lager,"A classic German-style Pilsener is straw to pale in color. There should be no chill haze. Its head should be dense, rich, perfectly white, very stable and show a good cling. A malty residual sweetness can be perceived in aroma and flavor. Perception of hop bitterness is medium to high. Noble-type hop aroma and flavor are moderate and quite obvious. It is a well-attenuated, medium-light bodied beer. Very low levels of sweet corn-like dimethylsulfide (DMS) character are below most beer drinkersâ€™ taste thresholds and are usually not detectable except to thetrained or sensitive palate. Other fermentation or hop related sulfur compounds, when perceived at low levels, may be characteristic of this style. Fruity esters and diacetyl should not be perceived.",8,6,1.012,1.006,3,1.5,40,25,77,"German-Style Pilsener",1.05,1.044,12.5,11,European-Germanic,4,3,2013
5,4,4,3.2,Lager,"Bohemian-style pilsener is straw to light amber in color. There should be no chill haze. These beers have slightly sweet and evident malt character. A toasted-, biscuit-like, bready malt character along with low levels of fermented malt derived sulfur compounds may be evident. Hop bitterness is perceived as medium with a low- to medium-low level of noble-type hop aroma and flavor. Traditional Bohemian pilseners are medium bodied. Very low levels of diacetyl and sweet corn-like dimethylsulfide (DMS) character, if perceived, are characteristic of this style and both may accent malt aroma. Its head should be dense and rich.",14,6,1.02,1.014,5,3.5,45,30,78,"Bohemian-Style Pilsener",1.056,1.044,14,11,European-Germanic,7,3,2013
3.6,2.5,2.9,2,Lager,"These beers are straw to pale in color. Chill haze is not acceptable. Malt sweetness is perceived at low to medium levels. Hop bitterness character is perceived at medium levels. Hop flavor and aroma may be low to medium. These beers are very light in body. These beers should be clean with no perceived fruity esters or diacetyl. Very low levels of sulfur related compounds acceptable.",8,4,1.01,1.006,2.5,1.5,24,16,79,"European Low-AlcoholLager/German Leicht(bier)",1.034,1.026,8.5,6.5,European-Germanic,4,2,2013
5.5,4.5,4.4,3.8,Lager,"Helles is pale to golden. There should be no chill haze. This is a malt flavor and aroma emphasized beer with malt character often balanced with low levels of yeast produced sulfur compounds (character). Malt character is sometimes bread-like yet always reminiscent of freshly and very lightly toasted malted barley. There should not be any caramel character This beer should be perceived as having low European noble-type hop derived bitterness and some have very low to low level of European hop derived flavor (note: hop flavor does not imply hop bitterness). Helles is a medium-bodied beer. Fruity esters and diacetyl should not be perceived.",11,8,1.012,1.008,3,2,25,18,80,"Mu?nchner (Munich)-Style Helles",1.05,1.044,12.5,11,European-Germanic,6,4,2013
6,5,4.8,4,Lager,"The color of this style is straw to deep golden. Chill haze should not be perceived. Sweet malt flavor can be low and should not be caramel-like. Dortmunder has medium hop bitterness. Hop flavor and aroma from noble hops are very low to low. This beer is medium bodied. Fruity esters and diacetyl should not be perceived.",12,6,1.014,1.01,3.5,2.5,29,23,81,"Dortmunder/European-Style Export",1.056,1.048,14,12,European-Germanic,6,3,2013
5.4,4.8,4.3,3.8,Lager,"Vienna-style lager ranges from copper to reddish brown in color. Chill haze should not be perceived. The beer is characterized by malty aroma and slight malt sweetness. The malt aroma and flavor should have a notable degree of toasted and/or slightly roasted malt character. Hop bitterness low to medium- low, clean and crisp. Noble-type hop aromas and flavors should be very low to low. They are medium in body. There should be no sweet corn-like dimethylsulfide (DMS) character perceived. Diacetyl and ale-like fruity esters should not be perceived.",32,24,1.018,1.012,4.5,3,28,22,82,"Vienna-Style Lager",1.056,1.046,13.8,11.5,European-Germanic,16,12,2013
5.9,5.3,4.7,4,Lager,"German-style Ma?rzen ranges from pale to reddish brown. Chill haze should not be perceived. Sweet maltiness is medium low to medium and dominates slightly over clean hop bitterness. Malt character should be light-toasted rather than strongly caramel (though a low level of light caramel character is acceptable). Bread or biscuit-like malt character is acceptable in aroma and flavor. Hop bitterness is medium low to medium. Hop aroma and flavor may be low. Ale-like fruity esters should not be perceived. Diacetyl should not be perceived.",30,8,1.02,1.012,5,3,25,18,83,"German-Style Ma?rzen",1.06,1.05,14.7,12.5,European-Germanic,15,4,2013
6,5,4.8,4,Lager,"Color ranges from pale to golden. Chill haze should not be perceived. Sweet maltiness is low with an equalizing balance of clean, hop bitterness. Hop bitterness is very low to low. Hop aroma and flavor should be very low to low. Ale-like fruity esters should not be perceived. Todayâ€™s Oktoberfest beers are characterized by a medium body. Diacetyl should not be perceived. Similar or equal to Dortmunder/European-Style Export.",10,6,1.014,1.01,3.5,2.5,29,23,84,"German-Style Oktoberfest/Wiesn",1.056,1.048,14,12,European-Germanic,5,3,2013
5,4.5,4.2,3.8,Lager,"These beers are light brown to dark brown. Chill haze should not be perceived. Malt aroma and flavor are low to medium-low. A classic Mu?nchner Dunkel should have chocolate-like, roast malt, bread-like or biscuit-like aroma that comes from the use of Munich dark malt. Chocolate or roast malts can be used, but the percentage used should be minimal. This beer does not offer an overly sweet impression, but rather a mild balance between malt sweetness and hop character. Hop bitterness is medium low to medium. Noble-type hop flavor and aroma should be very low to low. It has a low to medium-low mouthfeel. Diacetyl should not be perceived. Ale-like fruity esters should not be perceived.",40,30,1.018,1.014,4.5,3.5,25,16,85,"European-Style Dark/Mu?nchnerDunkel",1.056,1.048,14,12,European-Germanic,20,15,2013
5,3.8,3.9,3,Lager,"These very dark brown to black beers have a surprisingly pale colored foam head (not excessively brown) with good cling quality. They have a mild roasted malt character without the associated bitterness. Malt flavor and aroma is at low to medium levels of sweetness. Hop bitterness is low to medium in character. Noble-type hop flavor and aroma should be very low to low. This is not a full-bodied beer, but rather has a medium-low to medium body. There should be no fruity esters. Diacetyl should not be perceived.",60,50,1.016,1.01,4,2.5,30,22,86,"German-Style Schwarzbier",1.052,1.044,13,11,European-Germanic,30,25,2013
5.9,5.3,4.7,4,Lager,"The color is pale to light brown. Chill haze should not be perceived. Bamberg-style Rauchbier Ma?rzen should have beech wood smoky characters that range from very low to medium high levels. Smoke character is neither harshly phenolic nor acrid, but rather very smooth. The beer is generally perceived as both smoky with toasted malt and sweetness. Malt sweetness is medium-low to medium. Hop bitterness is perceived as low to medium. Noble- type hop flavor may be very low to low. The aroma should strike a balance between malt, hop, and smoke. It is a full-bodied beer. Fruity esters and diacetyl should not be perceived.",30,8,1.02,1.012,5,3,25,18,87,"Bamberg-Style Ma?rzen Rauchbier",1.06,1.05,14.5,12.5,European-Germanic,15,4,2013
5.5,4.5,4.4,3.8,Lager,"Color is light pale to golden. Chill haze should not be perceived. Helles Rauchbier should have beech wood smoky characters that range from very low to medium high in the aroma and flavor. Smoke character is not harshly phenolic, but rather very smooth, almost rendering a perception of mild sweetness to this style of beer. Helles Rauchbier malt character is reminiscent of freshly and very lightly toasted sweet malted barley. There should not be any caramel character. This is a malt-emphasized beer, with malt character often balanced with low levels of yeast produced sulfur compounds (character). Hop bitterness is low. Some renditions of this beer style approach a very low to low level of hop flavor (note: hop flavor does not imply hop bitterness). Aroma and Noble-type hop flavor are very low to low. It is a medium-bodied beer. Fruity esters and diacetyl should not be perceived.",11,8,1.012,1.008,3,2,25,18,88,"Bamberg-Style Helles Rauchbier",1.05,1.044,13,11,European-Germanic,6,4,2013
7.5,6,6,5,Lager,"Bocks can range in color from dark brown to very dark. Chill haze should not be perceived. Bamberg-style Bock Rauchbier should have beech wood smoky characters that range from very low to medium-high in the aroma and flavor. Smoke character is not harshly phenolic, but rather very smooth, almost rendering a perception of mild sweetness to this style of beer. Malt character is medium to medium high in sweetness. Perceived hop bitterness is medium that increases proportionately with the starting gravity. Hop flavor should be low and hop aroma should be very low. It is a medium- to full-bodied beer. Fruity esters should be minimal. Diacetyl should not be perceived.",60,40,1.024,1.018,6,4.5,30,20,89,"Bamberg-Style Bock Rauchbier",1.074,1.066,18,16.5,European-Germanic,30,20,2013
7.5,6.3,6,5,Lager,"Bocks can range in color from dark brown to very dark. Traditional bocks are made with all malt and are high in malt sweetness. Malt character should be a balance of sweetness and toasted or nut-like malt but not caramel. Hop bitterness is perceived as medium and may increase proportionately with the starting gravity. Hop flavor should be low and hop aroma should be very low. They are medium- to full-bodied beers. Fruity esters should be minimal. Diacetyl should be absent.",60,40,1.024,1.018,6,4.5,30,20,90,"Traditional German-Style Bock",1.074,1.066,18,16.5,European-Germanic,30,20,2013
8,6,6.4,5,Lager,"Maibocks are light-colored bocks. Chill haze should not be perceived. The German word helle means light colored, and as such, a Heller Bock is pale to light amber in color. The sweet malty character should come through in the aroma and flavor. A lightly toasted and/or bready malt character is often evident. Roast or heavy toast/caramel malt character should be absent. Hop bitterness should be low, while noble-type hop aroma and flavor may be at low to medium-low levels. Body is medium to full. Fruity esters may be perceived at low levels. Diacetyl should be absent.",18,8,1.02,1.012,5,3,38,20,91,"German-Style Heller Bock/Maibock",1.074,1.066,18,16.5,European-Germanic,9,4,2013
8,6.5,6.2,5.2,Lager,"Color is copper to dark brown. Malty sweetness is dominant but should not be cloying. Malt character is more reminiscent of fresh and lightly toasted Munich-style malt, more so than caramel or toffee malt character. Some elements of caramel and toffee can be evident and contribute to complexity, but the predominant malt character is an expression of toasted barley malt. Astringency from roast malts is absent. Hop bitterness and flavor should be perceived as low and hop aroma absent. Doppelbocks are full bodied. Alcoholic strength is high. Fruity esters are commonly perceived but at low to moderate levels. Diacetyl should be absent.",60,24,1.02,1.014,5,3.5,27,17,92,"German-Style Doppelbock",1.08,1.074,19.3,18,European-Germanic,30,12,2013
14.4,8.6,11.3,6.8,Lager,"This is a stronger version of Doppelbock. Typically these beers are brewed by freezing a Doppelbock and removing resulting ice to increase alcohol content. Color is dark brown to black. Sweet malt character is very high. Hop bitterness is very low to low. Hop flavor and aroma are absent. Fruity esters may be evident but not overpowering. The body is very full. Alcoholic strength is very high. Diacetyl should be absent.",100,36,0,0,0,0,33,26,93,"German-Style Eisbock",1.116,1.074,27.2,18,European-Germanic,50,18,2013
0,0,0,0,Lager,"Kellerbiers or Zwickelbiers are unfiltered lagered versions of Germanic lager styles of beer such as Mu?nchner-Style Helles and Dunkel, Dortmunder/European-Style Export, Bohemian-style Pilsener and German-style Pilsener. They may or may not be clear. Exhibiting a small amount of yeast haze in the appearance is acceptable. These are unfiltered beers but they may be naturally clear due to settling of yeast during aging. Dry hopping is acceptable. Head retention may not be optimal. Kellerbier has low to medium carbonation. Subtle or low levels of esters may be apparent. Low to medium levels of yeast-generated sulfur compounds in aroma and flavor should be apparent, and low levels of acetaldehyde or other volatiles normally scrubbed during fermentation may or may not be apparent. The sulfur and acetaldehyde characters should contribute positively to the beer drinking experience. There should be no diacetyl detectable.",0,0,0,0,0,0,0,0,94,"Kellerbier (Cellar beer) or Zwickelbier - Lager",0,0,0,0,European-Germanic,0,0,2013
5,3.8,4,3.2,Lager,"American-style lagers are very clean and crisp and aggressively carbonated. Color is straw to gold. Chill haze should not be perceived. Corn, rice, or other grain or sugar adjuncts are often used. Malt sweetness is very low to low. Other grain flavors should be absent to low. Hop bitterness, flavor and aroma are none to very low. This beer is light in body. Light fruity esters are acceptable. Diacetyl should be absent.",12,4,1.014,1.006,3.5,1.5,15,5,95,"American-Style Lager",1.048,1.04,12,10,"North American",6,2,2013
4.4,3.5,3.5,2.8,Lager,"Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. These beers are very light to pale colored. Chill haze should not be perceived. Beer related flavors should be very low. Hop bitterness, flavor and aroma are absent to very low. They are light and dry in body, and high in carbonation. Light fruity esters are acceptable. Diacetyl should be absent. Low carb beers should have a maximum carbohydrate level of 3.0 gm per 12 oz. (356 ml). These beers are characterized by extremely high degree of attenuation (often final gravity is less than 1.000 (0 oPlato)",8,3,1.008,0.992,2,-2,10,4,96,"American-Style Light (Low Calorie) & Low Carbohydrate Lager",1.04,1.024,10,6,"North American",4,2,2013
4.4,3.5,3.5,2.8,Lager,"Calorie level should not exceed 125 per 12 ounce serving. These beers are pale to medium-amber in color. Chill haze should not be perceived. Corn, rice, or other grain or sugar adjuncts may be used but all-malt formulations are also made. Malt sweetness is very low but evident. Hop bitterness is very low or low. Hop aroma may be absent or low. Hop flavors are absent or very low. They are light to medium-light in body and high in carbonation. Light fruity esters are acceptable. Diacetyl should be absent.",24,16,1.008,1.002,2,0.5,15,8,97,"American-Style Amber (LowCalorie) Lager",1.04,1.024,10,6,"North American",12,4,2013
6,5,4.7,3.9,Lager,"This style represents the classic and unique pre-Prohibition American-style pilsener. It is straw to gold in color. There should be no chill haze. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium-low to medium. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. American hop-derived citrus flavors or aromas should not be present. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters should not be perceived. Diacetyl is not acceptable. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",12,6,1.018,1.012,4.5,3,40,25,98,"American-Style Pilsener",1.06,1.045,15,11.3,"North American",6,3,2013
6.25,4.75,5,3.8,Lager,"This style is slightly higher in alcohol than most other light- colored, American-style lagers. It has few or no adjuncts. Typically these beers are chilled before filtration so that ice crystals (which may or may not be removed) are formed. This can contribute to a higher alcohol content (up to 0.5% more). Color is very pale to golden. Chill haze is absent. It has low residual malt sweetness. Hop bitterness is low but certainly perceptible. Hop aroma and flavor are low. Its body is low to medium. Fruity esters and diacetyl should not be perceived.",16,4,1.014,1.006,3.5,1.5,20,7,99,"American-Style Ice Lager",1.06,1.04,15,10,"North American",8,2,2013
7.5,6.25,6,5,Lager,"High in starting gravity and alcoholic strength, this style is somewhat diverse. Some American malt liquors are just slightly stronger than American lagers, while others approach bock strength. Color is straw to gold. Chill haze is absent. Some residual sweetness is perceived. Hop rates are very low, contributing little bitterness and virtually no hop aroma or flavor. Body is low to medium-low. Perception of sweet-fruity esters and complex alcohols (though not solvent-like) are acceptable at low levels. Diacetyl should not be perceived.
	",10,4,1.01,1.004,2.5,1,23,12,100,"American-Style Malt Liquor",1.06,1.05,14.7,12.5,"North American",5,2,2013
5.4,4.8,4.3,3.8,Lager,"American-style amber lagers are gold to copper colored. Chill haze should not be perceived. There is a low to medium-low degree of caramel-type or toasted malt character in flavor and often in aroma. Hop bitterness, flavor, and aroma may be very low to medium high. They are medium bodied. Fruity esters and diacetyl should be absent.",28,12,1.018,1.01,4.5,2.5,30,18,101,"American-Style Amber Lager",1.056,1.042,13.8,10.5,"North American",14,6,2013
5.9,5.3,4.7,4,Lager,"The American style of these classic German beers is distinguished by a comparatively greater degree of hop character. Color ranges from pale to reddish brown. Chill haze should not be perceived. Sweet maltiness should dominate over clean hop bitterness. Malt character should be light-toasted rather than strongly caramel (though a low level of light caramel character is acceptable). Bread or biscuit-like malt character is acceptable in aroma and flavor. Hop bitterness should be medium low to medium and not be aggressive or harsh. Hop aroma and flavor should be very low to medium-low levels. This style of beer is characterized by a medium body Fruity esters should not be perceived. Diacetyl should not be perceived.",30,8,1.02,1.012,5,3,30,20,102,"American-Style Ma?rzen/Oktoberfest",1.06,1.05,15,12.5,"North American",15,4,2013
5.5,4,4.4,3.2,Lager,"American-style dark lager ranges from light brown to very dark in color. Chill haze should not be perceived. This beer's malt aroma and flavor are low with discreet contributions from caramel and roasted malts. Non-malt adjuncts are often used. Hop bitterness is very low to low, clean and has a short duration of impact. Hop flavor, and aroma are very low to low. Carbonation is high. It has a clean, light body. Fruity esters and diacetyl should not be perceived.",50,28,1.012,1.008,3,2,20,14,103,"American-Style Dark Lager",1.05,1.04,12.5,10,"North American",25,14,2013
9,7.5,7.2,6,Lager,"A true smooth cold-fermented and cold lagered beer, brewed with lager yeast. Overall, Baltic-style porters have a very smooth lagered character with distinctive caramelized sugars, licorice and chocolate-like character of roasted malts and dark sugars. They are black to very deep ruby/garnet in color. Malt sweetness is perceived as medium-low to medium-high. Roasted dark malts sometimes contribute coffee-like roast barley, yet not bitter or astringent roast character. A low degree of smokiness from malt may be evident. Debitterized roast malts are best used for this style. Baltic-style porters hop bitterness is low to medium-low. Hop aroma and flavor is very low, though a hint of floral or sweet hop aroma can complement aromatics and flavor without dominance. Baltic-style porters range from medium to full body. Because of its alcoholic strength, aroma may include very low to low lager fruitiness (berries, grapes, plums, not banana; ale-like fruitiness from warm temperature fermentation is not appropriate), complex alcohols. No butterscotch-like diacetyl or sweet corn-like dimethylsulfide (DMS) should be apparent in aroma or flavor.",80,80,1.022,1.016,5.5,4,40,35,104,"Baltic-Style Porter",1.085,1.072,20.5,17.5,Other,40,40,2013
5,3.8,4,3.2,Lager,"Australasian, Latin American or tropical-style light lagers are straw to gold in color. Chill haze and diacetyl should be absent. Malt sweetness is absent. Sugar adjuncts are often used to lighten the body and flavor, sometimes contributing to a slight apple-like- like fruity ester. Sugar, corn, rice, and other cereal grains are used as an adjunct. They have no or very low hop flavor or aroma, and hop bitterness is very low. They are light bodied beers. Fruity esters should be very low to low.",10,4,1.01,1.006,2.5,1.5,18,9,105,"Australasian, Latin American or Tropical-Style Light Lager",1.046,1.038,11.5,9.5,Other,5,2,2013
5.3,4.5,4.2,3.6,Lager,"International Pilseners are straw to pale in color. Chill haze should not be perceived. These beers are often brewed with rice, corn, wheat, or other grain or sugar adjuncts making up part of the mash. Residual malt sweetness is very low and does not predominate but may be perceived. Hop bitterness is low to medium. Hop flavor and aroma are low. This is a light to medium-bodied beer Fruity esters and diacetyl should not be perceived. Very low levels of sweet corn-like dimethylsulfide (DMS) character, if perceived, are acceptable.",8,6,1.01,1.008,2.5,2,30,17,106,"International-Style Pilsener",1.05,1.044,12.5,11,International,4,3,2013
5.1,4,4.1,3.2,Hybrid/Mixed,"Any style of beer can be made lower in strength than described in the classic style guidelines. The goal should be to reach a balance between the style's character and the lower alcohol content. Drinkability is a character in the overall balance of these beers. Beers in this category must not exceed 4.1% alcohol by weight (5.1% alcohol by volume). For purposes of competition, entries containing less than 5.1% abv which could be appropriately entered in a classic or traditional category should be entered in that category and not entered as a session beer.",4,4,1.01,1.004,2.5,1,30,10,107,"Session Beer",1.04,1.034,10,8.5,Other,2,2,2013
5.6,4.2,4.5,3.4,Hybrid/Mixed,"This is a mild, pale, light-bodied ale, made using a warm fermentation (top or bottom fermenting yeast) and cold lagering. Color is straw to gold. Chill haze should not be perceived. Pale malt sweetness is medium-low to medium yet predominates. Caramelized malt character should be absent. Hop bitterness and flavor range from very low to low. Hop aroma is usually absent. These beers are crisp and refreshing. A fruity or estery aroma may be perceived. Diacetyl should not be perceived. Sulfur character and/or sweet corn-like dimethylsulfide (DMS) should be extremely low or absent from this style of beer.",10,4,1.01,1.004,2.5,1,22,10,108,"American-Style Cream Ale",1.052,1.044,13,11,Other,5,2,2013
5.6,4.5,4.5,3.6,Hybrid/Mixed,"California common beer is brewed with lager yeasts but at ale fermentation temperatures. California common beer is light amber to medium-amber in color. Chill haze should not be perceived. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. Hop bitterness impression is medium to medium high Hop flavor and aroma is low to medium-low. Fruity esters are low to medium-low. The balance between fruity esters and malt character give an impression of balance and drinkability. They are medium bodied. Diacetyl should be absent.",30,16,1.018,1.01,4.5,2.5,45,35,109,"California Common Beer",1.056,1.045,13.8,11.2,Other,15,8,2013
7,4.2,5.6,3.4,Hybrid/Mixed,"A beer brewed with sake yeast or sake (koji) enzymes. Color usually ranges from pale to dark brown. A slight chill haze is permissible. The unique flavor and aroma of the byproducts of sake yeast and/or koji enzymes should be distinctive and harmonize with the other malt and hop characters. Sake character may best be described as having mild fruitiness and a gentle and mild yeast extract-Vitamin B character. Malt sweetness and aroma is very low to medium. Hop bitterness, flavor and aroma should be low to medium and should harmonize with sake-like characters. High carbonation should be evident and a high amount of alcohol may be evident. Body and mouth feel will vary depending on base style and original gravity.",40,8,1.018,1.008,4.5,2,35,12,110,"Japanese Sake-Yeast Beer",1.06,1.04,15,10,Other,20,4,2013
5.5,3.5,4.4,2.8,Hybrid/Mixed,"Color is pale to light amber. Yeast and chill haze is acceptable. Malt character is a low to medium-low sweetness and aroma. This beer can be made using either ale or lager yeast. It can be brewed with at least 30 percent malted wheat, and hop rates may be low to medium. Hop characters may be light to medium in bitterness, flavor and aroma. Fruity-estery aroma and flavor are typical but at low levels however, phenolic, clove-like characteristics should not be perceived. The body should be low to medium. Diacetyl should not be perceived. Because this style is served with yeast the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of malt and hops. These beers are typically served with the yeast in the bottle, and are cloudy when served.",20,8,1.018,1.006,4.5,1.5,35,10,111,"Light American Wheat Ale or Lager with Yeast",1.056,1.036,13.8,9,Other,10,4,2013
5,3.8,4,3,Hybrid/Mixed,"Color is straw to light amber. Chill haze is acceptable. This beer can be made using either ale or lager yeast. It can be brewed with at least 30 percent malted wheat. Malt character is a low to medium-low sweetness and aroma. Hop bitterness, flavor and aroma are low to medium. Body should be low to medium. A fruity-estery aroma and flavor are typical but at low levels, however phenolic clove-like characteristics should not be perceived. Diacetyl should not be perceived. Because this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma.",20,4,1.016,1.004,4,1,35,10,112,"Light American Wheat Ale or Lager without Yeast",1.05,1.036,12.5,9,Other,10,2,2013
5,3.8,4,3,Hybrid/Mixed,"Color is straw to light amber and its hue dependent on the type of fruit used. Color should reflect a degree of fruitâ€™s color. Chill haze is also acceptable. Malt character is very low to medium-low in sweetness and aroma. Hop bitterness, flavor and aroma may be low to medium. It can be brewed with at least 30 percent malted wheat. Fruit or fruit extracts contribute flavor and/or aroma. Perceived fruit qualities should be authentic and replicate true fruit complexity as much as possible. Fruited German-style wheat beers that fit the other descriptors for this style are permissible. This beer can be made using either ale or lager yeast. Fruity- estery aroma and flavor from yeast can be typical but at low levels. Body should be low to medium. Diacetyl should not be perceived. When this style is served with yeast the character 	should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast and yeast generated flavor and aroma should be low to medium but not overpowering the balance and character of malt and hops. Brewer may indicate on the bottle whether the yeast should be intentionally roused or if they prefer that the entry be poured as quietly as possible.
",20,4,1.016,1.004,4,1,35,10,113,"Fruit Wheat Ale or Lager with or without Yeast",1.05,1.036,12.5,9,Other,10,2,2013
5,3.8,4,3,Hybrid/Mixed,"This beer is medium amber to dark brown. Yeast and chill haze is acceptable. It can be brewed with at least 30 percent malted wheat. Overall malt intensity of malt sweetness is medium low to medium-high. Roasted malts may be evident in aroma and flavor at a low level. Roast malt astringency is acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. Hop bitterness, flavor and aroma are low to medium. Fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. This beer can be made using either ale or lager yeast. The body should be low to medium. Diacetyl should not be perceived. Because this style is intended to be served with yeast the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of malt and hops.",44,18,1.016,1.004,4,1,25,10,114,"Dark American Wheat Ale or Lager with Yeast",1.05,1.036,12.5,9,Other,22,9,2013
5,3.8,4,3,Hybrid/Mixed,"This beer is medium amber to dark brown. Chill haze is acceptable. It can be brewed with at least 30 percent malted wheat. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. Overall malt intensity of malt sweetness is medium low to medium-high. Roasted malts are may be evident in aroma and flavor at a low level. Roast malt astringency is acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Hop bitterness, flavor and aroma are low to medium. Fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. This beer can be made using either ale or lager yeast. The body should be low to medium. Diacetyl should not be perceived. Because this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma.",44,18,1.016,1.004,4,1,25,10,115,"Dark American Wheat Ale or Lager without Yeast",1.05,1.036,12.5,9,Other,22,9,2013
0,0,0,0,Hybrid/Mixed,"Rye beers can be made using either ale or lager yeast. They should be brewed with at least 20 percent rye malt. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels, however phenolic clove-like characteristics should not be perceived. Lighter versions are straw to copper colored. Hop bitterness is usually at low to medium levels. Hop aroma and flavor can be low to medium-high. The body should be low to medium. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops.
Darker versions of this style will be dark amber to dark brown. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with low to medium levels of malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. The body should be low to medium. Diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.
	",0,0,0,0,0,0,0,0,116,"Rye Ale or Lager with or without Yeast",0,0,0,0,Other,0,0,2013
5.5,4.9,4.4,3.9,Hybrid/Mixed,"Color is pale to very dark. Malt sweetness will vary from low to medium. Hop bitterness is very low to low. Hop flavors and aroma should be absent. This beer can be made using phenol producing ale yeast. It should be brewed with at least 30 percent rye malt. A banana â€“like fruity-estery aroma and flavor are typical but at low levels; phenolic, clove-like characteristics should also be perceived. The body should be low to medium. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. If the beer is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops.
Darker versions of this style will be dark amber to dark brown. Roast malts may be evident as a cocoa/chocolate or low caramel character. Low levels of aromatic toffee-like, caramel, or biscuit- like characters may be part of the overall flavor/aroma profile. Roasted malt character is optionally at low levels in aroma and flavor. A low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Malt sweetness can be medium-low to medium. The body should be low to medium. As in the lighter colored versions, diacetyl should not be perceived.
",50,8,1.016,1.008,4,2,15,10,117,"German-Style Rye Ale (Roggenbier) with or without Yeast",1.056,1.047,14,11.8,Other,25,4,2013
